Country Name,Country Code,Series Name,Series Code,2010 [YR2010]
Madagascar,MDG,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,..
Madagascar,MDG,Trained teachers in secondary education (% of total teachers),SE.SEC.TCAQ.ZS,..
Madagascar,MDG,"Trained teachers in secondary education, female (% of female teachers)",SE.SEC.TCAQ.FE.ZS,..
Madagascar,MDG,"Trained teachers in secondary education, male (% of male teachers)",SE.SEC.TCAQ.MA.ZS,..
Madagascar,MDG,Trained teachers in upper secondary education (% of total teachers),SE.SEC.TCAQ.UP.ZS,..
Madagascar,MDG,"Trained teachers in upper secondary education, female (% of female teachers)",SE.SEC.TCAQ.UP.FE.ZS,..
Madagascar,MDG,"Trained teachers in upper secondary education, male (% of male teachers)",SE.SEC.TCAQ.UP.MA.ZS,..
Malawi,MWI,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..
Malawi,MWI,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..
Malawi,MWI,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..
Malawi,MWI,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,20.2970409393311
Malawi,MWI,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,21.2202796936035
Malawi,MWI,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,19.3641605377197
Malawi,MWI,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..
Malawi,MWI,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..
Malawi,MWI,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..
Malawi,MWI,"Children out of school, primary",SE.PRM.UNER,..
Malawi,MWI,"Children out of school, primary, female",SE.PRM.UNER.FE,..
Malawi,MWI,"Children out of school, primary, male",SE.PRM.UNER.MA,..
Malawi,MWI,"Compulsory education, duration (years)",SE.COM.DURS,8
Malawi,MWI,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,98.2489471435547
Malawi,MWI,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,85.0272521972656
Malawi,MWI,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,97.9377975463867
Malawi,MWI,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,95.0509872436523
Malawi,MWI,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Malawi,MWI,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Malawi,MWI,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Malawi,MWI,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,..
Malawi,MWI,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,..
Malawi,MWI,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Malawi,MWI,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,..
Malawi,MWI,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,..
Malawi,MWI,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..
Malawi,MWI,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,..
Malawi,MWI,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,..
Malawi,MWI,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Malawi,MWI,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,..
Malawi,MWI,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,..
Malawi,MWI,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..
Malawi,MWI,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,..
Malawi,MWI,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,..
Malawi,MWI,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
Malawi,MWI,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,..
Malawi,MWI,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,..
Malawi,MWI,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..
Malawi,MWI,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,..
Malawi,MWI,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,..
Malawi,MWI,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Malawi,MWI,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,34.76037
Malawi,MWI,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,24.09011
Malawi,MWI,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,29.7982
Malawi,MWI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.53979992866516
Malawi,MWI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,12.4599800109863
Malawi,MWI,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,5.0869
Malawi,MWI,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,17.40599
Malawi,MWI,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,1447.392
Malawi,MWI,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,160.68342
Malawi,MWI,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,153.75407
Malawi,MWI,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,157.20715
Malawi,MWI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,51.2519683837891
Malawi,MWI,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,72.0976486206055
Malawi,MWI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,61.3097190856934
Malawi,MWI,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.94226998090744
Malawi,MWI,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,69.9817428588867
Malawi,MWI,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,74.2692489624023
Malawi,MWI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,72.1395568847656
Malawi,MWI,"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,17.8103408813477
Malawi,MWI,"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,21.2035598754883
Malawi,MWI,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,19.4930400848389
Malawi,MWI,Lower secondary school starting age (years),SE.SEC.AGES,12
Malawi,MWI,Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,81.15195
Malawi,MWI,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,82.75996
Malawi,MWI,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,79.55468
Malawi,MWI,"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,..
Malawi,MWI,"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,..
Malawi,MWI,"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,..
Malawi,MWI,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,60.196720123291
Malawi,MWI,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,58.3022804260254
Malawi,MWI,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,59.256519317627
Malawi,MWI,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,51.5504493713379
Malawi,MWI,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,50.2398300170898
Malawi,MWI,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,50.9017486572266
Malawi,MWI,"Preprimary education, duration (years)",SE.PRE.DURS,3
Malawi,MWI,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,69.943977355957
Malawi,MWI,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,68.4682312011719
Malawi,MWI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,69.206672668457
Malawi,MWI,"Primary education, duration (years)",SE.PRM.DURS,6
Malawi,MWI,"Primary education, pupils",SE.PRM.ENRL,3417404
Malawi,MWI,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,50.44136
Malawi,MWI,"Primary education, teachers",SE.PRM.TCHR,43110
Malawi,MWI,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,40.0417518615723
Malawi,MWI,Primary school starting age (years),SE.PRM.AGES,6
Malawi,MWI,Progression to secondary school (%),SE.SEC.PROG.ZS,89.04605
Malawi,MWI,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,88.1921
Malawi,MWI,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,89.92271
Malawi,MWI,"Pupil-teacher ratio, lower secondary",SE.SEC.ENRL.LO.TC.ZS,..
Malawi,MWI,"Pupil-teacher ratio, preprimary",SE.PRE.ENRL.TC.ZS,..
Malawi,MWI,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,79.27172
Malawi,MWI,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,43.23009
Malawi,MWI,"Pupil-teacher ratio, tertiary",SE.TER.ENRL.TC.ZS,11.62077
Malawi,MWI,"Pupil-teacher ratio, upper secondary",SE.SEC.ENRL.UP.TC.ZS,..
Malawi,MWI,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,18.72177
Malawi,MWI,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,19.21276
Malawi,MWI,"Repeaters, primary, total (% of total enrollment)",SE.PRM.REPT.ZS,18.9651
Malawi,MWI,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,..
Malawi,MWI,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,..
Malawi,MWI,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,..
Malawi,MWI,"School enrollment, primary (% gross)",SE.PRM.ENRR,138.75146484375
Malawi,MWI,"School enrollment, primary (% net)",SE.PRM.NENR,..
Malawi,MWI,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.0208899974823
Malawi,MWI,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.991699993610382
Malawi,MWI,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,140.187973022461
Malawi,MWI,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,..
Malawi,MWI,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,137.319274902344
Malawi,MWI,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,..
Malawi,MWI,"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,..
Malawi,MWI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,33.980770111084
Malawi,MWI,"School enrollment, secondary (% net)",SE.SEC.NENR,29.12365
Malawi,MWI,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.884350001811981
Malawi,MWI,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,31.9090595245361
Malawi,MWI,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,28.37883
Malawi,MWI,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,36.0817489624023
Malawi,MWI,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,29.879
Malawi,MWI,"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,..
Malawi,MWI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,0.715919971466064
Malawi,MWI,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.592980027198792
Malawi,MWI,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,0.535210013389587
Malawi,MWI,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,0.902589976787567
Malawi,MWI,"Secondary education, duration (years)",SE.SEC.DURS,6
Malawi,MWI,"Secondary education, general pupils",SE.SEC.ENRL.GC,692157
Malawi,MWI,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,47.28104
Malawi,MWI,"Secondary education, pupils",SE.SEC.ENRL,692157
Malawi,MWI,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,47.28104
Malawi,MWI,"Secondary education, teachers",SE.SEC.TCHR,16011
Malawi,MWI,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,27.0376605987549
Malawi,MWI,"Secondary education, teachers, female",SE.SEC.TCHR.FE,4329
Malawi,MWI,"Secondary education, vocational pupils",SE.SEC.ENRL.VO,..
Malawi,MWI,"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,..
Malawi,MWI,"Tertiary education, academic staff (% female)",SE.TER.TCHR.FE.ZS,30.0225696563721
Malawi,MWI,Trained teachers in lower secondary education (% of total teachers),SE.SEC.TCAQ.LO.ZS,..
Malawi,MWI,"Trained teachers in lower secondary education, female (% of female teachers)",SE.SEC.TCAQ.LO.FE.ZS,..
Malawi,MWI,"Trained teachers in lower secondary education, male (% of male teachers)",SE.SEC.TCAQ.LO.MA.ZS,..
Malawi,MWI,Trained teachers in preprimary education (% of total teachers),SE.PRE.TCAQ.ZS,..
Malawi,MWI,"Trained teachers in preprimary education, female (% of female teachers)",SE.PRE.TCAQ.FE.ZS,..
Malawi,MWI,"Trained teachers in preprimary education, male (% of male teachers)",SE.PRE.TCAQ.MA.ZS,..
Malawi,MWI,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,95.9127807617188
Malawi,MWI,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,96.71533203125
Malawi,MWI,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,95.376823425293
Malawi,MWI,Trained teachers in secondary education (% of total teachers),SE.SEC.TCAQ.ZS,59.7401809692383
Malawi,MWI,"Trained teachers in secondary education, female (% of female teachers)",SE.SEC.TCAQ.FE.ZS,75.1443786621094
Malawi,MWI,"Trained teachers in secondary education, male (% of male teachers)",SE.SEC.TCAQ.MA.ZS,54.0318412780762
Malawi,MWI,Trained teachers in upper secondary education (% of total teachers),SE.SEC.TCAQ.UP.ZS,..
Malawi,MWI,"Trained teachers in upper secondary education, female (% of female teachers)",SE.SEC.TCAQ.UP.FE.ZS,..
Malawi,MWI,"Trained teachers in upper secondary education, male (% of male teachers)",SE.SEC.TCAQ.UP.MA.ZS,..
Mali,MLI,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,68.27944
Mali,MLI,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,62.69748
Mali,MLI,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,73.71121
Mali,MLI,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,51.6753387451172
Mali,MLI,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,59.8995513916016
Mali,MLI,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,43.643669128418
Mali,MLI,Children out of school (% of primary school age),SE.PRM.UNER.ZS,31.6890602111816
Mali,MLI,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,37.2697486877441
Mali,MLI,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,26.2585391998291
Mali,MLI,"Children out of school, primary",SE.PRM.UNER,766727
Mali,MLI,"Children out of school, primary, female",SE.PRM.UNER.FE,444728
Mali,MLI,"Children out of school, primary, male",SE.PRM.UNER.MA,321999
Mali,MLI,"Compulsory education, duration (years)",SE.COM.DURS,9
Mali,MLI,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,97.2629928588867
Mali,MLI,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,95.1415634155273
Mali,MLI,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,92.1287536621094
Mali,MLI,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,95.0193176269531
Mali,MLI,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..
Mali,MLI,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..
Mali,MLI,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Mali,MLI,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,..
Mali,MLI,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,..
Mali,MLI,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..
Mali,MLI,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,..
Mali,MLI,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,..
Mali,MLI,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..
Mali,MLI,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,..
Mali,MLI,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,..
Mali,MLI,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..
Mali,MLI,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,..
Mali,MLI,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,..
Mali,MLI,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,..
Mali,MLI,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,..
Mali,MLI,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,..
Mali,MLI,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..
Mali,MLI,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,..
Mali,MLI,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,..
Mali,MLI,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..
Mali,MLI,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,..
Mali,MLI,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,..
Mali,MLI,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..
Mali,MLI,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,25.28056
Mali,MLI,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,53.77242
Mali,MLI,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,20.74022
Mali,MLI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.34388995170593
Mali,MLI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,16.5039100646973
Mali,MLI,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,6.30255
Mali,MLI,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,35.6859
Mali,MLI,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,128.55564
Mali,MLI,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,75.43333
Mali,MLI,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,83.79544
Mali,MLI,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,79.67502
Mali,MLI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,20.2879295349121
Mali,MLI,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,43.4006309509277
Mali,MLI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,31.0997505187988
Mali,MLI,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,0.602180004119873
Mali,MLI,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,33.9457092285156
Mali,MLI,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,56.3712692260742
Mali,MLI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,44.3017082214355
Mali,MLI,"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,28.6933708190918
Mali,MLI,"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,43.3666496276855
Mali,MLI,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,36.1135406494141
Mali,MLI,Lower secondary school starting age (years),SE.SEC.AGES,13
Mali,MLI,Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,19.67199
Mali,MLI,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,18.36105
Mali,MLI,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,20.94546
Mali,MLI,"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,6.9268
Mali,MLI,"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,6.54371
Mali,MLI,"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,7.24649
Mali,MLI,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,86.5748596191406
Mali,MLI,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,88.5525283813477
Mali,MLI,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,87.6494598388672
Mali,MLI,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,73.5777969360352
Mali,MLI,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,77.0793914794922
Mali,MLI,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,75.4931106567383
Mali,MLI,"Preprimary education, duration (years)",SE.PRE.DURS,4
Mali,MLI,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,50.7020606994629
Mali,MLI,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,64.2674179077148
Mali,MLI,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,57.5708312988281
Mali,MLI,"Primary education, duration (years)",SE.PRM.DURS,6
Mali,MLI,"Primary education, pupils",SE.PRM.ENRL,2018551
Mali,MLI,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,45.48931
Mali,MLI,"Primary education, teachers",SE.PRM.TCHR,40052
Mali,MLI,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,27.8338203430176
Mali,MLI,Primary school starting age (years),SE.PRM.AGES,7
Mali,MLI,Progression to secondary school (%),SE.SEC.PROG.ZS,92.88982
Mali,MLI,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,91.79131
Mali,MLI,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,93.73234
Mali,MLI,"Pupil-teacher ratio, lower secondary",SE.SEC.ENRL.LO.TC.ZS,37.07354
Mali,MLI,"Pupil-teacher ratio, preprimary",SE.PRE.ENRL.TC.ZS,37.49069
Mali,MLI,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,50.39826
Mali,MLI,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,..
Mali,MLI,"Pupil-teacher ratio, tertiary",SE.TER.ENRL.TC.ZS,..
Mali,MLI,"Pupil-teacher ratio, upper secondary",SE.SEC.ENRL.UP.TC.ZS,..
Mali,MLI,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,12.87734
Mali,MLI,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,12.8371
Mali,MLI,"Repeaters, primary, total (% of total enrollment)",SE.PRM.REPT.ZS,12.85541
Mali,MLI,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,3.18468999862671
Mali,MLI,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,3.28499007225037
Mali,MLI,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,3.08749008178711
Mali,MLI,"School enrollment, primary (% gross)",SE.PRM.ENRR,83.4273300170898
Mali,MLI,"School enrollment, primary (% net)",SE.PRM.NENR,64.28644
Mali,MLI,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.857580006122589
Mali,MLI,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.807290017604828
Mali,MLI,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,76.950439453125
Mali,MLI,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,59.1629
